exposure	outcome	sequence_id	protein	gene	nsnp	method	b	se	pval	OR	lower_ci	upper_ci
14208_3_RBP7_RET7	ieu-b-4957	14208_3	RET7	RBP7	1	Wald ratio	0.457447212620749	0.546903814304908	0.402912573259181	1.58003533801454	0.5409197955107	4.61530838785013
9578_263_MANSC4_MANS4	ieu-b-4957	9578_263	MANS4	MANSC4	1	Wald ratio	-0.0363247722532873	0.120553943152723	0.763173918780162	0.96432705594958	0.761389290376049	1.22135507104006
18338_26_IDH1_IDH	myeloma_meta-analysis	18338_26	IDH	IDH1	1	Wald ratio	-0.0851838029483113	0.102631087889532	0.406538783656137	0.918343474649865	0.751006677926353	1.12296569687053
11187_11_CLEC12A_CL12A	ieu-b-4957	11187_11	CL12A	CLEC12A	1	Wald ratio	-0.0172308346135492	0.0489902171957343	0.725048330048668	0.982916767233606	0.892925917818139	1.0819770733833
18882_7_CLSTN2_CSTN2	ieu-b-4957	18882_7	CSTN2	CLSTN2	1	Wald ratio	-0.266916874496838	0.317923107520446	0.401152752321603	0.765736721070113	0.410636795169824	1.42791082750564
18882_7_CLSTN2_CSTN2	myeloma_meta-analysis	18882_7	CSTN2	CLSTN2	1	Wald ratio	-0.158930741190766	0.201215066828676	0.429612411949101	0.853055438527101	0.575041956986343	1.26547910523675
2985_35_CXCL1_Gro_a	ieu-b-4957	2985_35	Gro_a	CXCL1	1	Wald ratio	-0.00079101117180238	0.0895097963468602	0.992949069124434	0.999209301595062	0.838424945624778	1.19082719759738
5061_27_ICOSLG_B7_H2	ieu-b-4957	5061_27	B7_H2	ICOSLG	1	Wald ratio	-0.603348802493668	0.824828260035332	0.464483479538968	0.546976848204333	0.108607784653081	2.75471664786469
6544_33_NELL1_NELL1	ieu-b-4957	6544_33	NELL1	NELL1	1	Wald ratio	-0.0593024380572986	0.125103366220855	0.635480284900848	0.942421701863006	0.737488314344596	1.20430201654337
9256_78_NPTX1_NPTX1	ieu-b-4957	9256_78	NPTX1	NPTX1	1	Wald ratio	-0.354733331648478	0.201935966944775	0.0789753604903135	0.701360448907946	0.472117290775968	1.04191583088148
5601_2_PGLYRP2_PGRP_L	ieu-b-4957	5601_2	PGRP_L	PGLYRP2	1	Wald ratio	0.265928336657703	0.221035492282575	0.228936687312845	1.30464156036205	0.845944750525324	2.01205764320536
10440_26_CLMP_ACAM	ieu-b-4957	10440_26	ACAM	CLMP	1	Wald ratio	0.825458219301129	0.279419973074806	0.00313496281450754	2.28292660673291	1.32021562043738	3.94765355828954
10440_26_CLMP_ACAM	myeloma_meta-analysis	10440_26	ACAM	CLMP	1	Wald ratio	0.359204921911974	0.175579744439186	0.0407738766202945	1.43219025866885	1.01518272691805	2.02049235338451
3554_24_ADIPOQ_Adiponectin	ieu-b-4957	3554_24	Adiponectin	ADIPOQ	1	Wald ratio	0.373468896137824	0.287745723674652	0.194317255429768	1.45276537622671	0.8265352422622	2.55346309564088
3554_24_ADIPOQ_Adiponectin	myeloma_meta-analysis	3554_24	Adiponectin	ADIPOQ	1	Wald ratio	0.300346675070911	0.178695241096754	0.0928064292923811	1.35032685109866	0.951328359903848	1.91667008117189
15576_158_RNASE3_ECP	ieu-b-4957	15576_158	ECP	RNASE3	1	Wald ratio	0.263321324808612	0.171018311200294	0.123627178397494	1.30124477401036	0.930647624140907	1.81941899164287
17777_31_SDSL_SDSL	ieu-b-4957	17777_31	SDSL	SDSL	1	Wald ratio	-0.154728919986584	0.216852630258569	0.475523382039272	0.856647365990826	0.560032716132984	1.31036042809464
11649_3_SMAP1_SMAP1	ieu-b-4957	11649_3	SMAP1	SMAP1	1	Wald ratio	-0.178288265578468	0.195807576474962	0.362544163604783	0.836701196567296	0.570027248181227	1.2281323297629
11649_3_SMAP1_SMAP1	myeloma_meta-analysis	11649_3	SMAP1	SMAP1	1	Wald ratio	0.127831213155445	0.117902575240459	0.278271465517754	1.13636118369078	0.901894404173957	1.43178262757028
6627_25_PNLIPRP1_LIPR1	ieu-b-4957	6627_25	LIPR1	PNLIPRP1	1	Wald ratio	-0.478425795951685	0.404284051696768	0.236654528502393	0.619758250238279	0.280600722275551	1.3688499645458
6627_25_PNLIPRP1_LIPR1	myeloma_meta-analysis	6627_25	LIPR1	PNLIPRP1	1	Wald ratio	-0.0457025920873124	0.245566166439291	0.852357628735746	0.955326041468837	0.590366187217893	1.54590128172716
3296_92_CNTN2_CNTN2	ieu-b-4957	3296_92	CNTN2	CNTN2	1	Wald ratio	0.0870383252097044	0.0904767511466113	0.33605132167428	1.09093848936347	0.913660603877843	1.30261366477149
16882_27_PHPT1_PHP14	ieu-b-4957	16882_27	PHP14	PHPT1	1	Wald ratio	-0.226541951098195	0.315216099221241	0.472333328885006	0.797285894592555	0.429829996445679	1.47887491094769
16882_27_PHPT1_PHP14	myeloma_meta-analysis	16882_27	PHP14	PHPT1	1	Wald ratio	-0.0743405275779377	0.188489208633094	0.693284241131707	0.928355509356508	0.641606958787087	1.34325842316585
5487_7_SLAMF7_SLAF7	ieu-b-4957	5487_7	SLAF7	SLAMF7	1	Wald ratio	0.0264158776369503	0.067969716731522	0.697541091079497	1.0267678694891	0.898701111837257	1.17308440362327
5275_28_VAV1_VAV	ieu-b-4957	5275_28	VAV	VAV1	1	Wald ratio	-1.19995017260648	0.95292844345583	0.207949508549513	0.301209220008628	0.0465285153140013	1.94992239932712
5275_28_VAV1_VAV	myeloma_meta-analysis	5275_28	VAV	VAV1	1	Wald ratio	-0.292965271593945	0.507569011576135	0.563809097099923	0.746048049306929	0.275876898060204	2.01752193020965
9834_62_ADH1B_ADH1B	ieu-b-4957	9834_62	ADH1B	ADH1B	1	Wald ratio	0.24358442259792	0.40218907898769	0.544749493262594	1.27581402082842	0.580012181997688	2.80632280883518
9834_62_ADH1B_ADH1B	myeloma_meta-analysis	9834_62	ADH1B	ADH1B	1	Wald ratio	0.532272936837252	0.369294605809129	0.149493354777122	1.70279826632127	0.825682889204545	3.51166528178887
5301_7_CCL11_Eotaxin	ieu-b-4957	5301_7	Eotaxin	CCL11	1	Wald ratio	-0.145969094053502	0.518358817113689	0.778251348059057	0.8641844112091	0.312874735193308	2.38694471803676
3617_80_HGFAC_HGFA	ieu-b-4957	3617_80	HGFA	HGFAC	1	Wald ratio	0.0507639967277852	0.0635917576612566	0.424708309652437	1.05207457094056	0.928786997179111	1.19172738871398
5355_69_TNFSF14_LIGHT	ieu-b-4957	5355_69	LIGHT	TNFSF14	1	Wald ratio	0.189994291588369	0.487484133163571	0.696725438867502	1.20924269478249	0.465113131511739	3.14389724954024
11117_2_SPATA20_SPT20	ieu-b-4957	11117_2	SPT20	SPATA20	1	Wald ratio	-0.141530635520194	0.185840627902531	0.446316722421923	0.868028582670377	0.603036070154392	1.24946691852087
11117_2_SPATA20_SPT20	myeloma_meta-analysis	11117_2	SPT20	SPATA20	1	Wald ratio	-0.0926905132192846	0.115707620528771	0.423088072577168	0.911475546281657	0.726528585806336	1.14350307434552
7980_72_B3GNT2_B3GN2	ieu-b-4957	7980_72	B3GN2	B3GNT2	1	Wald ratio	-0.759328975221219	0.365637750703316	0.0378269686995971	0.467980348083267	0.228554869904929	0.958218944462809
3710_49_PLG_Angiostatin	myeloma_meta-analysis	3710_49	Angiostatin	PLG	1	Wald ratio	-0.120654246736101	0.167962446824116	0.472547295442026	0.886340361693041	0.637717016071483	1.23189317043108
7779_86_CHST11_CHSTB	ieu-b-4957	7779_86	CHSTB	CHST11	1	Wald ratio	0.452618985477296	0.210953139816309	0.0319056895044439	1.57242495561963	1.03992732555475	2.37758945293263
13068_139_CCS_CCS	ieu-b-4957	13068_139	CCS	CCS	1	Wald ratio	0.145806273611252	0.511566147161597	0.775629283113755	1.15697203032555	0.424491466958796	3.15338324359192
13068_139_CCS_CCS	myeloma_meta-analysis	13068_139	CCS	CCS	1	Wald ratio	0.136162687886826	0.312997347480106	0.663541923161787	1.14586829732351	0.620448848810275	2.11623271979441
7861_9_ROR2_ROR2	myeloma_meta-analysis	7861_9	ROR2	ROR2	1	Wald ratio	0.261985145172181	0.256583389601621	0.307229503584638	1.29950723832973	0.785905833492512	2.14875496593123
13657_2_PNKP_PNKP	myeloma_meta-analysis	13657_2	PNKP	PNKP	1	Wald ratio	0.478722263908243	0.82463286525887	0.561558777159067	1.61401080424979	0.320600925511834	8.12546274492551
5036_50_TNFAIP6_TSG_6	ieu-b-4957	5036_50	TSG_6	TNFAIP6	1	Wald ratio	-0.0741744767372618	0.114985774859379	0.518878426026382	0.928509676368709	0.741154187183684	1.16322653776853
17148_7_BLVRB_BLVRB	myeloma_meta-analysis	17148_7	BLVRB	BLVRB	1	Wald ratio	0.259722733406944	0.22408293460925	0.246436881601033	1.2965705411265	0.835704816610576	2.01158966025251
13669_6_FGFR3_FGFR_3	ieu-b-4957	13669_6	FGFR_3	FGFR3	1	Wald ratio	-0.393321806112606	0.375618553602981	0.295039194820614	0.674811554157936	0.323183769678691	1.40901454945518
7009_8_CD72_CD72	ieu-b-4957	7009_8	CD72	CD72	1	Wald ratio	0.357116945395991	0.546293253477776	0.513299151665601	1.42920299879185	0.489868725251833	4.16973182091906
7009_8_CD72_CD72	myeloma_meta-analysis	7009_8	CD72	CD72	1	Wald ratio	0.404593639575972	0.40856890459364	0.322042033802536	1.49869336662934	0.672871157002125	3.3380563036553
6434_18_AOC2_Amine_oxidase	ieu-b-4957	6434_18	Amine_oxidase	AOC2	1	Wald ratio	-0.162010059546077	1.08269826020383	0.881052224758786	0.85043264953078	0.101865837558121	7.09988460042153
9769_48_DNER_DNER	ieu-b-4957	9769_48	DNER	DNER	1	Wald ratio	-0.256295186151081	0.333119995752064	0.441668962616473	0.77391348652815	0.40284219160746	1.48679085038288
3079_62_RARRES2_TIG2	ieu-b-4957	3079_62	TIG2	RARRES2	1	Wald ratio	-0.149281505546248	0.264832249473776	0.572969712443869	0.861326612549118	0.512552202554007	1.44743019303905
17739_1_HADH_HCDH	ieu-b-4957	17739_1	HCDH	HADH	1	Wald ratio	-1.89679326224456	0.883848124601863	0.0318679974581286	0.150049016403146	0.0265391152670589	0.848359378109999
17739_1_HADH_HCDH	myeloma_meta-analysis	17739_1	HCDH	HADH	1	Wald ratio	-0.570916905444126	0.51647564469914	0.268982339057353	0.565007142996389	0.205315148804724	1.55484421629583
6927_7_NDST1_NDST1	ieu-b-4957	6927_7	NDST1	NDST1	1	Wald ratio	-0.013396464695659	0.438124446800127	0.975607005987365	0.986692868575898	0.418064153724575	2.32874023813084
6927_7_NDST1_NDST1	myeloma_meta-analysis	6927_7	NDST1	NDST1	1	Wald ratio	-0.335070737155622	0.265078183172003	0.206213895909194	0.715287487160666	0.425443137765448	1.20259593791049
7083_74_MATN4_MATN4	ieu-b-4957	7083_74	MATN4	MATN4	1	Wald ratio	-0.147921993629702	0.267359846089623	0.580079022927479	0.862498392686967	0.51071310134062	1.45659759938576
7083_74_MATN4_MATN4	myeloma_meta-analysis	7083_74	MATN4	MATN4	1	Wald ratio	0.158042519053349	0.156839149618933	0.313611646627474	1.17121599264426	0.861257098843202	1.59272638015772
17737_7_IVD_IVD	ieu-b-4957	17737_7	IVD	IVD	1	Wald ratio	-0.271999893169894	0.537068789632244	0.612538946054974	0.761854342478813	0.265894751154981	2.18290145492762
17357_33_SEPSECS_SPCS	ieu-b-4957	17357_33	SPCS	SEPSECS	1	Wald ratio	-1.25531115085602	0.926709749695324	0.175548430766731	0.284987160428606	0.0463440549143803	1.75249407414194
17357_33_SEPSECS_SPCS	myeloma_meta-analysis	17357_33	SPCS	SEPSECS	1	Wald ratio	-0.551413881748072	0.562982005141388	0.327356667429886	0.576134647981452	0.191119075772555	1.73677656855003
9765_4_NDE1_NDE1	ieu-b-4957	9765_4	NDE1	NDE1	1	Wald ratio	-0.310799735949035	0.877901427895099	0.723319564711225	0.732860626812291	0.131140431388786	4.09549284415141
9765_4_NDE1_NDE1	myeloma_meta-analysis	9765_4	NDE1	NDE1	1	Wald ratio	0.481575603557814	0.527318932655654	0.361109488779543	1.61862270179846	0.575814623407932	4.54997032772692
10938_13_CD58_sLFA_3	myeloma_meta-analysis	10938_13	sLFA_3	CD58	1	Wald ratio	-0.204026442307692	0.165414663461538	0.217417555790362	0.815440808765444	0.589642308510423	1.12770692164178
9595_11_B4GALT2_B4GT2	ieu-b-4957	9595_11	B4GT2	B4GALT2	1	Wald ratio	-0.272936554740498	0.234529988822353	0.244521398938848	0.761141076890197	0.48065028437089	1.20531654254162
8376_25_LHB_LSHB	ieu-b-4957	8376_25	LSHB	LHB	1	Wald ratio	0.164330823873294	0.246855730315864	0.505605556037886	1.17860416099762	0.726507547230691	1.91203487646608
12424_107_THYN1_THYN1	ieu-b-4957	12424_107	THYN1	THYN1	1	Wald ratio	0.468731619121281	1.20028644093641	0.696154681836314	1.59796607766002	0.152006833012891	16.798557898615
3831_21_PTEN_pTEN	ieu-b-4957	3831_21	pTEN	PTEN	1	Wald ratio	1.58839611776516	1.42012366937956	0.263357175493578	4.89589019646126	0.302689947117226	79.1890878573595
2851_63_C5_C5a	ieu-b-4957	2851_63	C5a	C5	1	Wald ratio	0.203775367945413	0.513009985123501	0.691208768417376	1.22602271851938	0.448554897331606	3.35105405217417
2851_63_C5_C5a	myeloma_meta-analysis	2851_63	C5a	C5	1	Wald ratio	0.153225806451613	0.329569892473118	0.641984027668375	1.16558814655256	0.610955482337934	2.22372294980466
9343_16_IL2RB_IL_2_sRb	ieu-b-4957	9343_16	IL_2_sRb	IL2RB	1	Wald ratio	-0.399456078285968	0.606544338777436	0.510167513376588	0.670684746839381	0.204276056394884	2.20201054191817
9343_16_IL2RB_IL_2_sRb	myeloma_meta-analysis	9343_16	IL_2_sRb	IL2RB	1	Wald ratio	0.241735537190083	0.367768595041322	0.510985869521974	1.27345736616573	0.619346177935446	2.61839617521752
3168_8_ADAMTS5_ADAMTS_5	ieu-b-4957	3168_8	ADAMTS_5	ADAMTS5	1	Wald ratio	-0.213626382723419	0.140572060795112	0.128588141108321	0.807650080683392	0.613148806132053	1.06385048181502
3168_8_ADAMTS5_ADAMTS_5	myeloma_meta-analysis	3168_8	ADAMTS_5	ADAMTS5	1	Wald ratio	-0.102015337970394	0.088995897984662	0.251674109914679	0.903015701134568	0.758473591138138	1.07510316248709
2278_61_TIMP2_TIMP_2	ieu-b-4957	2278_61	TIMP_2	TIMP2	1	Wald ratio	-1.1225579411317	0.870194349915964	0.197047773474005	0.325446256640966	0.0591227867090577	1.79144576663521
2278_61_TIMP2_TIMP_2	myeloma_meta-analysis	2278_61	TIMP_2	TIMP2	1	Wald ratio	-0.306372549019608	0.54656862745098	0.575112448218881	0.736112330439194	0.252171199554114	2.14878369925961
14151_4_ISG15_UCRP	ieu-b-4957	14151_4	UCRP	ISG15	1	Wald ratio	0.242376496911203	0.192338305538098	0.207612666006449	1.27427386268674	0.874059714928738	1.85773792041083
15594_47_HTRA1_HTRA1	ieu-b-4957	15594_47	HTRA1	HTRA1	1	Wald ratio	-0.505278014610021	0.721478981660756	0.483717225769466	0.603337815380795	0.146698353326402	2.4813947206247
7244_16_IGFLR1_TM149	ieu-b-4957	7244_16	TM149	IGFLR1	1	Wald ratio	-0.145623609688609	0.129939944558693	0.262415864606622	0.864483024991783	0.670115025806934	1.11522779182429
7244_16_IGFLR1_TM149	myeloma_meta-analysis	7244_16	TM149	IGFLR1	1	Wald ratio	-0.141473483645602	0.0912988250238171	0.121245906824827	0.86807819354874	0.725844713205431	1.03818314910226
18174_79_PDCD6IP_PDC6I	ieu-b-4957	18174_79	PDC6I	PDCD6IP	1	Wald ratio	-0.378364213250025	0.588345829007116	0.520160305615275	0.684980976081045	0.216206342465545	2.17014418838205
18174_79_PDCD6IP_PDC6I	myeloma_meta-analysis	18174_79	PDC6I	PDCD6IP	1	Wald ratio	0.187332738626227	0.367528991971454	0.610255530469844	1.20602851056441	0.586827666556089	2.47858928811288
3799_11_CA3_Carbonic_anhydrase_III	ieu-b-4957	3799_11	Carbonic_anhydrase_III	CA3	1	Wald ratio	0.119271775442962	0.346704547677716	0.730834548907759	1.12667607957351	0.571055350466711	2.22290008708557
17396_23_ADH1A_ADH1A	myeloma_meta-analysis	17396_23	ADH1A	ADH1A	1	Wald ratio	-0.492399206873761	0.336582947785856	0.143484977038786	0.611158338517266	0.31597196599573	1.18211282941549
2474_54_APCS_SAP	ieu-b-4957	2474_54	SAP	APCS	1	Wald ratio	0.297351398471601	0.361650496134299	0.410959364547671	1.34628829998835	0.662666405895525	2.73515025140911
2474_54_APCS_SAP	myeloma_meta-analysis	2474_54	SAP	APCS	1	Wald ratio	0.168620882188721	0.19356039456542	0.383670156664743	1.18367130297484	0.809970468064851	1.72978868826359
17345_12_ZADH2_ZADH2	ieu-b-4957	17345_12	ZADH2	ZADH2	1	Wald ratio	1.52796318708651	0.624851839808174	0.0144723357694943	4.60878003311078	1.35425783504501	15.6844973268289
5060_62_CD274_B7_H1	ieu-b-4957	5060_62	B7_H1	CD274	1	Wald ratio	-0.340277456951764	0.273048936312962	0.212685773644171	0.711572864532846	0.41667306889449	1.21518758791607
5060_62_CD274_B7_H1	myeloma_meta-analysis	5060_62	B7_H1	CD274	1	Wald ratio	-0.164191419141914	0.164191419141914	0.317310507862914	0.84857957195918	0.615077747381005	1.17072564080322
3516_60_CXCL12_SDF_1	ieu-b-4957	3516_60	SDF_1	CXCL12	1	Wald ratio	0.249809499009075	0.424161265400395	0.555895255259322	1.28378083187105	0.559033107560481	2.94811380934399
3516_60_CXCL12_SDF_1	myeloma_meta-analysis	3516_60	SDF_1	CXCL12	1	Wald ratio	0.367149758454106	0.267080745341615	0.169231604063133	1.44361409634298	0.855278183268697	2.43665944008471
13930_3_APOBEC3G_ABC3G	ieu-b-4957	13930_3	ABC3G	APOBEC3G	1	Wald ratio	0.813651694084877	0.520993728029116	0.118351536303292	2.25613166501507	0.812616481788665	6.26387749197467
13930_3_APOBEC3G_ABC3G	myeloma_meta-analysis	13930_3	ABC3G	APOBEC3G	1	Wald ratio	0.164705882352941	0.305882352941176	0.590258451314772	1.17904628938917	0.647378900333686	2.14735165419483
12569_25_CCT5_TCP_1_epsilon	ieu-b-4957	12569_25	TCP_1_epsilon	CCT5	1	Wald ratio	0.578531591552188	1.31330496524708	0.659563569098064	1.78341772143699	0.135939391905248	23.3970354329114
4234_8_IL1RL1_IL_1_R4	ieu-b-4957	4234_8	IL_1_R4	IL1RL1	1	Wald ratio	0.0759722542297606	0.0826142106455345	0.357780395892646	1.07893263792491	0.917638645107849	1.2685773897881
6247_9_SIRPB1_SIRB1	ieu-b-4957	6247_9	SIRB1	SIRPB1	1	Wald ratio	0.0123755755751247	0.0724577449958742	0.864383278425787	1.01245246988692	0.878410192670232	1.16694912278295
15585_304_FBLN5_fibulin_5	ieu-b-4957	15585_304	fibulin_5	FBLN5	1	Wald ratio	0.795031112713638	0.746135955418094	0.286635630947904	2.21450989514448	0.513043131726644	9.55875592601394
4991_12_GPC5_GPC5	ieu-b-4957	4991_12	GPC5	GPC5	1	Wald ratio	-0.201544420184481	0.11989233940241	0.0927541701515066	0.817467264706888	0.646272908512068	1.03401012183212
4991_12_GPC5_GPC5	myeloma_meta-analysis	4991_12	GPC5	GPC5	1	Wald ratio	-0.0541529454811562	0.0711672155140871	0.446701596587842	0.947287212123159	0.823953907704719	1.08908162684951
15617_8_XCL2_lymphotactin_beta	ieu-b-4957	15617_8	lymphotactin_beta	XCL2	1	Wald ratio	-1.41053874264552	1.83037920204365	0.440928341169323	0.244011788179341	0.00675088292700484	8.81984673920226
9525_1_PTK7_PTK7	ieu-b-4957	9525_1	PTK7	PTK7	1	Wald ratio	0.375216250392685	0.693364617496683	0.588402221688045	1.4553060911062	0.373895699089774	5.66445622125832
9525_1_PTK7_PTK7	myeloma_meta-analysis	9525_1	PTK7	PTK7	1	Wald ratio	0.253285543608124	0.425328554360812	0.551505544934094	1.28825107618122	0.559697722107214	2.96515560047993
3420_21_CA13_Carbonic_anhydrase_XIII	ieu-b-4957	3420_21	Carbonic_anhydrase_XIII	CA13	1	Wald ratio	-0.116493992707947	0.197461621997881	0.555219048433103	0.890035443663465	0.604400167273622	1.31065994662208
6471_53_CFHR4_FHR4	ieu-b-4957	6471_53	FHR4	CFHR4	1	Wald ratio	-0.00628079675715136	0.0981353397485747	0.948969131336727	0.993738886216988	0.819856410942082	1.20449991096007
5456_59_CNDP1_CNDP1	ieu-b-4957	5456_59	CNDP1	CNDP1	1	Wald ratio	-0.107296640909395	0.209128555046619	0.607905522819738	0.898259173046902	0.596194329531442	1.35336668263355
5456_59_CNDP1_CNDP1	myeloma_meta-analysis	5456_59	CNDP1	CNDP1	1	Wald ratio	-0.0795374912403644	0.129292221443588	0.538438395439305	0.923543394532144	0.716805857750536	1.1899071308661
9886_28_XRCC4_XRCC4	ieu-b-4957	9886_28	XRCC4	XRCC4	1	Wald ratio	-0.0547450112116603	0.602257707513371	0.927572333066521	0.94672652182705	0.290785290365974	3.08231240308854
9886_28_XRCC4_XRCC4	myeloma_meta-analysis	9886_28	XRCC4	XRCC4	1	Wald ratio	-0.278933680104031	0.315344603381014	0.376406893317072	0.756590078526517	0.407787488117596	1.4037423010872
18880_81_COL3A1_Collagen_Type_III	ieu-b-4957	18880_81	Collagen_Type_III	COL3A1	1	Wald ratio	0.133222277008728	1.07917468986963	0.901752114499275	1.14250392246345	0.137798870770395	9.47261182582052
6969_14_WFDC5_WFDC5	ieu-b-4957	6969_14	WFDC5	WFDC5	1	Wald ratio	-1.04534219373428	1.11628654649422	0.349043546844882	0.351571493229681	0.039428600505472	3.13484407935284
4929_55_SHBG_SHBG	ieu-b-4957	4929_55	SHBG	SHBG	1	Wald ratio	0.172618332375381	0.344400834877396	0.616220905906196	1.18841243996187	0.605072312086198	2.33414105925065
3310_62_FCGR2B_FCG2B	ieu-b-4957	3310_62	FCG2B	FCGR2B	1	Wald ratio	0.00979468095325165	0.058659977190917	0.867390641881573	1.00984280583503	0.900163492033197	1.13288586076001
13720_95_PRTN3_Proteinase_3	ieu-b-4957	13720_95	Proteinase_3	PRTN3	1	Wald ratio	0.0681028823396093	0.142142174137636	0.631854644313997	1.07047543583093	0.810182474950534	1.41439452734075
19581_15_IGFBP5_IGFBP_5	ieu-b-4957	19581_15	IGFBP_5	IGFBP5	1	Wald ratio	-2.21668687715888	1.15564144929253	0.0550927365318975	0.108969540892319	0.0113136635751669	1.0495593017585
19581_15_IGFBP5_IGFBP_5	myeloma_meta-analysis	19581_15	IGFBP_5	IGFBP5	1	Wald ratio	-1.37103174603175	0.706349206349206	0.052256914524103	0.253844920907554	0.0635787368701681	1.01350305216266
13686_2_IL5RA_IL_5_Ra	ieu-b-4957	13686_2	IL_5_Ra	IL5RA	1	Wald ratio	0.0725166030123616	0.156035887718187	0.642115435616176	1.0752106576778	0.791905084687823	1.45986934638722
13988_67_NMRAL1_NMRL1	ieu-b-4957	13988_67	NMRL1	NMRAL1	1	Wald ratio	0.13615290458675	0.123465976313155	0.27013293503988	1.14585708700495	0.899568199621061	1.45957634384202
15635_4_SMOC2_SMOC2	ieu-b-4957	15635_4	SMOC2	SMOC2	1	Wald ratio	-0.0960372769162592	0.206421264954071	0.64175318770418	0.908430151962833	0.606152935326855	1.36144740526616
2637_77_MRC1_Macrophage_mannose_receptor	ieu-b-4957	2637_77	Macrophage_mannose_receptor	MRC1	1	Wald ratio	-0.338978536809087	0.314101225839979	0.280497878889261	0.712497741400129	0.384959579139006	1.3187177537852
17722_5_FKBP4_FKBP52_protein	ieu-b-4957	17722_5	FKBP52_protein	FKBP4	1	Wald ratio	0.33836605010536	0.90580162156046	0.708735972931795	1.40265385103407	0.237638390550873	8.27912451881174
3366_51_ECM1_ECM1	ieu-b-4957	3366_51	ECM1	ECM1	1	Wald ratio	-0.095948364605	0.087705315442108	0.27396123148776	0.90851092617812	0.76502192696155	1.07891300091652
3366_51_ECM1_ECM1	myeloma_meta-analysis	3366_51	ECM1	ECM1	1	Wald ratio	-0.0761338289962825	0.0535315985130111	0.154961749568421	0.926692179976082	0.834388830140351	1.02920648672199
7841_84_ESAM_ESAM	myeloma_meta-analysis	7841_84	ESAM	ESAM	1	Wald ratio	0.217201166180758	0.294668887963349	0.461060035086832	1.24259404489515	0.697432283751102	2.21389229661746
8351_17_PRSS57_PRS57	ieu-b-4957	8351_17	PRS57	PRSS57	1	Wald ratio	-0.246472204778521	0.1296151550019	0.0572274793789564	0.78155308467619	0.606216613609179	1.00760225050622
8351_17_PRSS57_PRS57	myeloma_meta-analysis	8351_17	PRS57	PRSS57	1	Wald ratio	-0.105037732000816	0.0793391800938201	0.185533782009951	0.900290552181535	0.770633384506357	1.0517622187709
3028_36_CCL23_Ck_b_8_1	ieu-b-4957	3028_36	Ck_b_8_1	CCL23	1	Wald ratio	-0.209244229248842	0.115582063145724	0.0702412043779644	0.811197093391548	0.646756716469944	1.01744706714225
3028_36_CCL23_Ck_b_8_1	myeloma_meta-analysis	3028_36	Ck_b_8_1	CCL23	1	Wald ratio	-0.159167680043237	0.072422645588434	0.0279661281740726	0.852853340493785	0.739991880311189	0.982928110083495
14688_6_PTPN7_PTN7	myeloma_meta-analysis	14688_6	PTN7	PTPN7	1	Wald ratio	1.3134909596662	0.867037552155772	0.129793123106164	3.7191344246552	0.679836709620791	20.3460046698136
4328_2_BOC_BOC	ieu-b-4957	4328_2	BOC	BOC	1	Wald ratio	-0.17294500706312	0.289561721710313	0.550330640282248	0.841183872744301	0.476882103262482	1.48378457258991
4328_2_BOC_BOC	myeloma_meta-analysis	4328_2	BOC	BOC	1	Wald ratio	0.177503736920777	0.154334828101644	0.250094011242067	1.19423252064644	0.882503498251265	1.61607440219289
18413_24_ARL4D_ARL4D	ieu-b-4957	18413_24	ARL4D	ARL4D	1	Wald ratio	-1.04216479114943	1.23741748308604	0.399670682932896	0.352690353995248	0.0311948251656584	3.98753591791988
14107_1_MTHFS_MTHFS	ieu-b-4957	14107_1	MTHFS	MTHFS	1	Wald ratio	-0.163697964923444	0.167120384385817	0.32732250272197	0.848998410458985	0.611858692144065	1.17804700695854
14107_1_MTHFS_MTHFS	myeloma_meta-analysis	14107_1	MTHFS	MTHFS	1	Wald ratio	-0.0455172413793103	0.10648275862069	0.669043483574922	0.955503128238069	0.775518494414075	1.17725913005146
9223_11_MANF_ARMET	ieu-b-4957	9223_11	ARMET	MANF	1	Wald ratio	-0.133103151361039	0.965362251636383	0.890336072444755	0.875374791350381	0.131965709775852	5.80666770658284
9223_11_MANF_ARMET	myeloma_meta-analysis	9223_11	ARMET	MANF	1	Wald ratio	-1.13773148148148	0.600694444444444	0.0582214294722205	0.320545360735024	0.0987570394084616	1.04042536009785
13107_9_LYPD3_LYPD3	ieu-b-4957	13107_9	LYPD3	LYPD3	1	Wald ratio	0.230284270311591	0.536333644636283	0.667655755110227	1.25895784340478	0.440022387283011	3.60203229944069
4332_6_CLEC1B_CLC1B	ieu-b-4957	4332_6	CLC1B	CLEC1B	1	Wald ratio	0.0067519007920902	0.386085244728883	0.98604721914601	1.00677474626208	0.472378277555059	2.14572819681138
6375_75_XXYLT1_XXLT1	ieu-b-4957	6375_75	XXLT1	XXYLT1	1	Wald ratio	-0.355074613352499	0.301575420339412	0.239036268955488	0.701121128259012	0.388228017804669	1.26619103708923
6366_38_TXNDC15_TXD15	ieu-b-4957	6366_38	TXD15	TXNDC15	1	Wald ratio	-0.120877143844917	0.179360213288219	0.5003525735967	0.886142821005434	0.623489620041082	1.25944213661124
3593_72_CASP3_Caspase_3	ieu-b-4957	3593_72	Caspase_3	CASP3	1	Wald ratio	0.0027552654083455	0.401381674141496	0.994523002401249	1.00275906464058	0.456597593257449	2.2022142835779
